"competition","mf","level","match_id","date","home_team","visiting_team","match_n_sets","home_team_set_score","visiting_team_set_score","set_number","home_team_score","visiting_team_score","margin"
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756106",2019-08-30,"Houston","Arizona State",5,1,3,4,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756106",2019-08-30,"Houston","Arizona State",5,1,3,5,0,0,0
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756116",2019-08-30,"Cal St. Fullerton","Eastern Wash.",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756116",2019-08-30,"Cal St. Fullerton","Eastern Wash.",3,3,0,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756116",2019-08-30,"Cal St. Fullerton","Eastern Wash.",3,3,0,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756117",2019-08-30,"Pacific","San Jose State",4,3,1,1,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756117",2019-08-30,"Pacific","San Jose State",4,3,1,2,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756117",2019-08-30,"Pacific","San Jose State",4,3,1,3,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756117",2019-08-30,"Pacific","San Jose State",4,3,1,4,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756114",2019-08-30,"Gonzaga","UConn",3,3,0,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756114",2019-08-30,"Gonzaga","UConn",3,3,0,2,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756114",2019-08-30,"Gonzaga","UConn",3,3,0,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756113",2019-08-30,"Pittsburgh","Cleveland State",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756113",2019-08-30,"Pittsburgh","Cleveland State",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756113",2019-08-30,"Pittsburgh","Cleveland State",3,3,0,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756120",2019-08-30,"Charleston So.","North Florida",3,0,3,1,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756120",2019-08-30,"Charleston So.","North Florida",3,0,3,2,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756120",2019-08-30,"Charleston So.","North Florida",3,0,3,3,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756111",2019-08-30,"Omaha","Abilene Christian",3,3,0,1,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756111",2019-08-30,"Omaha","Abilene Christian",3,3,0,2,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756111",2019-08-30,"Omaha","Abilene Christian",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756105",2019-08-30,"Jacksonville State","ETSU",4,1,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756105",2019-08-30,"Jacksonville State","ETSU",4,1,3,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756105",2019-08-30,"Jacksonville State","ETSU",4,1,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756105",2019-08-30,"Jacksonville State","ETSU",4,1,3,4,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756138",2019-08-30,"Ga. Southern","Campbell",3,3,0,1,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756138",2019-08-30,"Ga. Southern","Campbell",3,3,0,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756138",2019-08-30,"Ga. Southern","Campbell",3,3,0,3,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756122",2019-08-30,"Florida Atlantic","Grambling",3,3,0,1,25,6,19
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756122",2019-08-30,"Florida Atlantic","Grambling",3,3,0,2,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756122",2019-08-30,"Florida Atlantic","Grambling",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756126",2019-08-30,"Morgan State","Seton Hall",5,3,2,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756126",2019-08-30,"Morgan State","Seton Hall",5,3,2,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756126",2019-08-30,"Morgan State","Seton Hall",5,3,2,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756126",2019-08-30,"Morgan State","Seton Hall",5,3,2,4,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756126",2019-08-30,"Morgan State","Seton Hall",5,3,2,5,15,5,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756136",2019-08-30,"Fresno State","Ohio",4,3,1,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756136",2019-08-30,"Fresno State","Ohio",4,3,1,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756136",2019-08-30,"Fresno State","Ohio",4,3,1,3,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756136",2019-08-30,"Fresno State","Ohio",4,3,1,4,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756139",2019-08-30,"La.-Monroe","Ark.-Pine Bluff",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756139",2019-08-30,"La.-Monroe","Ark.-Pine Bluff",3,3,0,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756139",2019-08-30,"La.-Monroe","Ark.-Pine Bluff",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756137",2019-08-30,"Iowa","Stony Brook",4,3,1,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756137",2019-08-30,"Iowa","Stony Brook",4,3,1,2,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756137",2019-08-30,"Iowa","Stony Brook",4,3,1,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756137",2019-08-30,"Iowa","Stony Brook",4,3,1,4,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756124",2019-08-30,"NC State","Austin Peay",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756124",2019-08-30,"NC State","Austin Peay",3,3,0,2,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756124",2019-08-30,"NC State","Austin Peay",3,3,0,3,26,24,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756121",2019-08-30,"UMBC","Lafayette",4,3,1,1,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756121",2019-08-30,"UMBC","Lafayette",4,3,1,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756121",2019-08-30,"UMBC","Lafayette",4,3,1,3,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756121",2019-08-30,"UMBC","Lafayette",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756131",2019-08-30,"Winthrop","Morehead State",5,3,2,1,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756131",2019-08-30,"Winthrop","Morehead State",5,3,2,2,19,25,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756131",2019-08-30,"Winthrop","Morehead State",5,3,2,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756131",2019-08-30,"Winthrop","Morehead State",5,3,2,4,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756131",2019-08-30,"Winthrop","Morehead State",5,3,2,5,17,15,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756146",2019-08-30,"Portland State","Southern Illinois",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756146",2019-08-30,"Portland State","Southern Illinois",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756146",2019-08-30,"Portland State","Southern Illinois",3,3,0,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756145",2019-08-30,"UAB","South Florida",4,1,3,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756145",2019-08-30,"UAB","South Florida",4,1,3,2,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756145",2019-08-30,"UAB","South Florida",4,1,3,3,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756145",2019-08-30,"UAB","South Florida",4,1,3,4,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756143",2019-08-30,"Louisiana","UIW",3,0,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756143",2019-08-30,"Louisiana","UIW",3,0,3,2,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756143",2019-08-30,"Louisiana","UIW",3,0,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756155",2019-08-30,"LIU","UC Santa Barbara",3,0,3,1,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756155",2019-08-30,"LIU","UC Santa Barbara",3,0,3,2,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756155",2019-08-30,"LIU","UC Santa Barbara",3,0,3,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756157",2019-08-30,"Seattle U","Southern Miss.",4,3,1,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756157",2019-08-30,"Seattle U","Southern Miss.",4,3,1,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756157",2019-08-30,"Seattle U","Southern Miss.",4,3,1,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756157",2019-08-30,"Seattle U","Southern Miss.",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756150",2019-08-30,"Youngstown State","Saint Francis (PA)",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756150",2019-08-30,"Youngstown State","Saint Francis (PA)",3,3,0,2,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756150",2019-08-30,"Youngstown State","Saint Francis (PA)",3,3,0,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756176",2019-08-30,"Loyola Chicago","Western Kentucky",5,2,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756176",2019-08-30,"Loyola Chicago","Western Kentucky",5,2,3,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756176",2019-08-30,"Loyola Chicago","Western Kentucky",5,2,3,3,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756176",2019-08-30,"Loyola Chicago","Western Kentucky",5,2,3,4,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756176",2019-08-30,"Loyola Chicago","Western Kentucky",5,2,3,5,10,15,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756175",2019-08-30,"Mississippi Val.","Western Illinois",3,0,3,1,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756175",2019-08-30,"Mississippi Val.","Western Illinois",3,0,3,2,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756175",2019-08-30,"Mississippi Val.","Western Illinois",3,0,3,3,11,25,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756172",2019-08-30,"Florida State","Wisconsin",3,0,3,1,15,25,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756172",2019-08-30,"Florida State","Wisconsin",3,0,3,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756172",2019-08-30,"Florida State","Wisconsin",3,0,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756208",2019-08-30,"Elon","McNeese",5,2,3,1,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756208",2019-08-30,"Elon","McNeese",5,2,3,2,30,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756208",2019-08-30,"Elon","McNeese",5,2,3,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756208",2019-08-30,"Elon","McNeese",5,2,3,4,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756208",2019-08-30,"Elon","McNeese",5,2,3,5,7,15,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756210",2019-08-30,"Fairleigh Dickinson","UC Riverside",4,1,3,1,13,25,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756210",2019-08-30,"Fairleigh Dickinson","UC Riverside",4,1,3,2,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756210",2019-08-30,"Fairleigh Dickinson","UC Riverside",4,1,3,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756210",2019-08-30,"Fairleigh Dickinson","UC Riverside",4,1,3,4,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756196",2019-08-30,"Memphis","South Dakota State",4,3,1,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756196",2019-08-30,"Memphis","South Dakota State",4,3,1,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756196",2019-08-30,"Memphis","South Dakota State",4,3,1,3,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756196",2019-08-30,"Memphis","South Dakota State",4,3,1,4,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756181",2019-08-30,"St. Francis Brooklyn","NJIT",4,3,1,1,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756181",2019-08-30,"St. Francis Brooklyn","NJIT",4,3,1,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756181",2019-08-30,"St. Francis Brooklyn","NJIT",4,3,1,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756181",2019-08-30,"St. Francis Brooklyn","NJIT",4,3,1,4,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756198",2019-08-30,"Kennesaw State","Wofford",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756198",2019-08-30,"Kennesaw State","Wofford",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756198",2019-08-30,"Kennesaw State","Wofford",3,3,0,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756224",2019-08-30,"Grand Canyon","New Mexico",5,3,2,1,20,25,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756224",2019-08-30,"Grand Canyon","New Mexico",5,3,2,2,26,28,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756224",2019-08-30,"Grand Canyon","New Mexico",5,3,2,3,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756224",2019-08-30,"Grand Canyon","New Mexico",5,3,2,4,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756224",2019-08-30,"Grand Canyon","New Mexico",5,3,2,5,15,12,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756222",2019-08-30,"Coastal Carolina","Loyola Maryland",3,3,0,1,32,30,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756222",2019-08-30,"Coastal Carolina","Loyola Maryland",3,3,0,2,28,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756222",2019-08-30,"Coastal Carolina","Loyola Maryland",3,3,0,3,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756225",2019-08-30,"Louisiana Tech","Oral Roberts",5,3,2,1,24,26,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756225",2019-08-30,"Louisiana Tech","Oral Roberts",5,3,2,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756225",2019-08-30,"Louisiana Tech","Oral Roberts",5,3,2,3,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756225",2019-08-30,"Louisiana Tech","Oral Roberts",5,3,2,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756225",2019-08-30,"Louisiana Tech","Oral Roberts",5,3,2,5,18,16,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756226",2019-08-30,"Valparaiso","Murray State",4,3,1,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756226",2019-08-30,"Valparaiso","Murray State",4,3,1,2,14,25,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756226",2019-08-30,"Valparaiso","Murray State",4,3,1,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756226",2019-08-30,"Valparaiso","Murray State",4,3,1,4,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756227",2019-08-30,"Dayton","Texas A&M",5,2,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756227",2019-08-30,"Dayton","Texas A&M",5,2,3,2,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756227",2019-08-30,"Dayton","Texas A&M",5,2,3,3,18,25,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756227",2019-08-30,"Dayton","Texas A&M",5,2,3,4,27,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756227",2019-08-30,"Dayton","Texas A&M",5,2,3,5,13,15,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756254",2019-08-30,"Bowling Green","Wright State",4,3,1,1,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756254",2019-08-30,"Bowling Green","Wright State",4,3,1,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756254",2019-08-30,"Bowling Green","Wright State",4,3,1,3,16,25,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756254",2019-08-30,"Bowling Green","Wright State",4,3,1,4,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756253",2019-08-30,"Arkansas State","North Alabama",3,3,0,1,25,14,11
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756253",2019-08-30,"Arkansas State","North Alabama",3,3,0,2,25,10,15
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756253",2019-08-30,"Arkansas State","North Alabama",3,3,0,3,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756241",2019-08-30,"Towson","Quinnipiac",3,3,0,1,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756241",2019-08-30,"Towson","Quinnipiac",3,3,0,2,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756241",2019-08-30,"Towson","Quinnipiac",3,3,0,3,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756240",2019-08-30,"Fordham","Lamar University",5,3,2,1,30,32,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756240",2019-08-30,"Fordham","Lamar University",5,3,2,2,25,18,7
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756240",2019-08-30,"Fordham","Lamar University",5,3,2,3,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756240",2019-08-30,"Fordham","Lamar University",5,3,2,4,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756240",2019-08-30,"Fordham","Lamar University",5,3,2,5,15,9,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757166",2019-08-30,"Southern Univ.","UNC Asheville",3,0,3,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757166",2019-08-30,"Southern Univ.","UNC Asheville",3,0,3,2,16,24,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1757166",2019-08-30,"Southern Univ.","UNC Asheville",3,0,3,3,17,25,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756258",2019-08-30,"Saint Mary's (CA)","Cal Poly",3,3,0,1,25,13,12
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756258",2019-08-30,"Saint Mary's (CA)","Cal Poly",3,3,0,2,25,23,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756258",2019-08-30,"Saint Mary's (CA)","Cal Poly",3,3,0,3,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756257",2019-08-30,"Morehead State","N.C. A&T",3,3,0,1,25,17,8
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756257",2019-08-30,"Morehead State","N.C. A&T",3,3,0,2,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756257",2019-08-30,"Morehead State","N.C. A&T",3,3,0,3,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756259",2019-08-30,"Wichita State","Holy Cross",3,3,0,1,25,19,6
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756259",2019-08-30,"Wichita State","Holy Cross",3,3,0,2,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756259",2019-08-30,"Wichita State","Holy Cross",3,3,0,3,25,12,13
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756260",2019-08-30,"Central Ark.","Central Conn. State",5,3,2,1,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756260",2019-08-30,"Central Ark.","Central Conn. State",5,3,2,2,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756260",2019-08-30,"Central Ark.","Central Conn. State",5,3,2,3,25,22,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756260",2019-08-30,"Central Ark.","Central Conn. State",5,3,2,4,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756260",2019-08-30,"Central Ark.","Central Conn. State",5,3,2,5,15,10,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756255",2019-08-30,"UCF","Iowa State",5,3,2,1,25,15,10
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756255",2019-08-30,"UCF","Iowa State",5,3,2,2,22,25,3
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756255",2019-08-30,"UCF","Iowa State",5,3,2,3,25,20,5
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756255",2019-08-30,"UCF","Iowa State",5,3,2,4,21,25,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756255",2019-08-30,"UCF","Iowa State",5,3,2,5,15,11,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756239",2019-08-30,"Oakland","Tennessee Tech",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756239",2019-08-30,"Oakland","Tennessee Tech",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756239",2019-08-30,"Oakland","Tennessee Tech",3,3,0,3,25,16,9
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756245",2019-08-30,"Eastern Kentucky","Gardner-Webb",4,3,1,1,23,25,2
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756245",2019-08-30,"Eastern Kentucky","Gardner-Webb",4,3,1,2,25,11,14
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756245",2019-08-30,"Eastern Kentucky","Gardner-Webb",4,3,1,3,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756245",2019-08-30,"Eastern Kentucky","Gardner-Webb",4,3,1,4,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756251",2019-08-30,"Tulane","UIW",3,3,0,1,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756251",2019-08-30,"Tulane","UIW",3,3,0,2,25,21,4
"NCAA D1 Women 2019","female","College","NCAA_D1W19-1756251",2019-08-30,"Tulane","UIW",3,3,0,3,25,21,4
